Date,Year,Month,Day,RetroID,Visitor,Home,Site,Home,FirstBase,SecondBase,ThirdBase,LeftField,RightField,AllUmpires,Ejections,Changes
1920/09/25,1920,09,25,BRO192009250,New York Giants,Brooklyn Dodgers,Ebbets Field,Cy Rigler,Bill Klem,(none),(none),,,Cy Rigler;Bill Klem,,
1920/09/26,1920,09,26,BRO192009260,New York Giants,Brooklyn Dodgers,Ebbets Field,Bill Klem,Bob Emslie,(none),(none),,,Bill Klem;Bob Emslie,,
1920/10/03,1920,10,03,BRO192010030,Boston Braves,Brooklyn Dodgers,Ebbets Field,Bob Hart,Bob Emslie,(none),(none),,,Bob Hart;Bob Emslie,,
1920/04/24,1920,04,24,BSN192004240,New York Giants,Boston Braves,Braves Field,Bob Hart,Barry McCormick,(none),(none),,,Bob Hart;Barry McCormick,,
1920/04/26,1920,04,26,BSN192004260,Philadelphia Phillies,Boston Braves,Braves Field,Hank O'Day,Pete Harrison,(none),(none),,,Hank O'Day;Pete Harrison,,
1920/04/29,1920,04,29,BSN192004290,Philadelphia Phillies,Boston Braves,Braves Field,Pete Harrison,Hank O'Day,(none),(none),,,Pete Harrison;Hank O'Day,,
1920/04/30,1920,04,30,BSN192004300,Brooklyn Dodgers,Boston Braves,Braves Field,Bob Hart,Barry McCormick,(none),(none),,,Bob Hart;Barry McCormick,,
1920/05/01,1920,05,01,BSN192005010,Brooklyn Dodgers,Boston Braves,Braves Field,Barry McCormick,Bob Hart,(none),(none),,,Barry McCormick;Bob Hart,,
1920/05/03,1920,05,03,BSN192005030,Brooklyn Dodgers,Boston Braves,Braves Field,Bob Hart,Barry McCormick,(none),(none),,,Bob Hart;Barry McCormick,,
1920/06/02,1920,06,02,BSN192006020,New York Giants,Boston Braves,Braves Field,Cy Rigler,Pete Harrison,(none),(none),,,Cy Rigler;Pete Harrison,,
1920/06/03,1920,06,03,BSN192006031,New York Giants,Boston Braves,Braves Field,Pete Harrison,Cy Rigler,(none),(none),,,Pete Harrison;Cy Rigler,,
1920/06/03,1920,06,03,BSN192006032,New York Giants,Boston Braves,Braves Field,Cy Rigler,Pete Harrison,(none),(none),,,Cy Rigler;Pete Harrison,,
1920/06/04,1920,06,04,BSN192006040,New York Giants,Boston Braves,Braves Field,Pete Harrison,Cy Rigler,(none),(none),,,Pete Harrison;Cy Rigler,,
1920/06/09,1920,06,09,BSN192006090,Pittsburgh Pirates,Boston Braves,Braves Field,Hank O'Day,Ernie Quigley,(none),(none),,,Hank O'Day;Ernie Quigley,,
1920/06/10,1920,06,10,BSN192006100,Pittsburgh Pirates,Boston Braves,Braves Field,Ernie Quigley,Hank O'Day,(none),(none),,,Ernie Quigley;Hank O'Day,,
1920/06/11,1920,06,11,BSN192006110,Pittsburgh Pirates,Boston Braves,Braves Field,Hank O'Day,Ernie Quigley,(none),(none),,,Hank O'Day;Ernie Quigley,,
1920/06/12,1920,06,12,BSN192006120,Chicago Cubs,Boston Braves,Braves Field,Barry McCormick,Pete Harrison,(none),(none),,,Barry McCormick;Pete Harrison,,
1920/06/14,1920,06,14,BSN192006140,Chicago Cubs,Boston Braves,Braves Field,Pete Harrison,Barry McCormick,(none),(none),,,Pete Harrison;Barry McCormick,,
1920/06/16,1920,06,16,BSN192006160,Chicago Cubs,Boston Braves,Braves Field,Barry McCormick,Pete Harrison,(none),(none),,,Barry McCormick;Pete Harrison,,
1920/06/19,1920,06,19,BSN192006190,Cincinnati Reds,Boston Braves,Braves Field,Charlie Moran,Cy Rigler,(none),(none),,,Charlie Moran;Cy Rigler,,
1920/06/22,1920,06,22,BSN192006220,St. Louis Cardinals,Boston Braves,Braves Field,Bill Klem,Bob Emslie,(none),(none),,,Bill Klem;Bob Emslie,,
1920/06/23,1920,06,23,BSN192006230,St. Louis Cardinals,Boston Braves,Braves Field,Bill Klem,Bob Emslie,(none),(none),,,Bill Klem;Bob Emslie,Doc Lavan ejected by Bill Klem,
1920/06/24,1920,06,24,BSN192006240,St. Louis Cardinals,Boston Braves,Braves Field,Bill Klem,Bob Emslie,(none),(none),,,Bill Klem;Bob Emslie,,
1920/06/25,1920,06,25,BSN192006251,Brooklyn Dodgers,Boston Braves,Braves Field,Ernie Quigley,Hank O'Day,(none),(none),,,Ernie Quigley;Hank O'Day,Rabbit Maranville ejected by Hank O'Day,
1920/06/25,1920,06,25,BSN192006252,Brooklyn Dodgers,Boston Braves,Braves Field,Hank O'Day,Ernie Quigley,(none),(none),,,Hank O'Day;Ernie Quigley,,
1920/06/26,1920,06,26,BSN192006261,Brooklyn Dodgers,Boston Braves,Braves Field,Ernie Quigley,Hank O'Day,(none),(none),,,Ernie Quigley;Hank O'Day,,
1920/06/26,1920,06,26,BSN192006262,Brooklyn Dodgers,Boston Braves,Braves Field,Hank O'Day,Ernie Quigley,(none),(none),,,Hank O'Day;Ernie Quigley,,
1920/06/28,1920,06,28,BSN192006280,Brooklyn Dodgers,Boston Braves,Braves Field,Ernie Quigley,Hank O'Day,(none),(none),,,Ernie Quigley;Hank O'Day,,
1920/06/29,1920,06,29,BSN192006290,Brooklyn Dodgers,Boston Braves,Braves Field,Hank O'Day,Ernie Quigley,(none),(none),,,Hank O'Day;Ernie Quigley,,
1920/07/05,1920,07,05,BSN192007051,Brooklyn Dodgers,Boston Braves,Braves Field,Bob Hart,Ernie Quigley,(none),(none),,,Bob Hart;Ernie Quigley,,
1920/07/05,1920,07,05,BSN192007052,Brooklyn Dodgers,Boston Braves,Braves Field,Ernie Quigley,Bob Hart,(none),(none),,,Ernie Quigley;Bob Hart,,
1920/07/06,1920,07,06,BSN192007060,Brooklyn Dodgers,Boston Braves,Braves Field,Bob Hart,Ernie Quigley,(none),(none),,,Bob Hart;Ernie Quigley,,
1920/07/27,1920,07,27,BSN192007270,Chicago Cubs,Boston Braves,Braves Field,Bob Hart,Pete Harrison,(none),(none),,,Bob Hart;Pete Harrison,,
1920/07/28,1920,07,28,BSN192007281,Chicago Cubs,Boston Braves,Braves Field,Pete Harrison,Bob Hart,(none),(none),,,Pete Harrison;Bob Hart,,
1920/07/28,1920,07,28,BSN192007282,Chicago Cubs,Boston Braves,Braves Field,Bob Hart,Pete Harrison,(none),(none),,,Bob Hart;Pete Harrison,,
1920/07/29,1920,07,29,BSN192007290,Chicago Cubs,Boston Braves,Braves Field,Pete Harrison,Bob Hart,(none),(none),,,Pete Harrison;Bob Hart,,
1920/07/30,1920,07,30,BSN192007300,Chicago Cubs,Boston Braves,Braves Field,Bob Hart,Pete Harrison,(none),(none),,,Bob Hart;Pete Harrison,,
1920/07/31,1920,07,31,BSN192007311,Pittsburgh Pirates,Boston Braves,Braves Field,Bill Klem,Bob Emslie,(none),(none),,,Bill Klem;Bob Emslie,,
1920/07/31,1920,07,31,BSN192007312,Pittsburgh Pirates,Boston Braves,Braves Field,Bill Klem,Bob Emslie,(none),(none),,,Bill Klem;Bob Emslie,,
1920/08/02,1920,08,02,BSN192008020,Pittsburgh Pirates,Boston Braves,Braves Field,Bill Klem,Bob Emslie,(none),(none),,,Bill Klem;Bob Emslie,,
1920/08/03,1920,08,03,BSN192008030,Pittsburgh Pirates,Boston Braves,Braves Field,Bill Klem,Bob Emslie,(none),(none),,,Bill Klem;Bob Emslie,,
1920/08/04,1920,08,04,BSN192008040,Pittsburgh Pirates,Boston Braves,Braves Field,Bill Klem,Bob Emslie,(none),(none),,,Bill Klem;Bob Emslie,,
1920/08/05,1920,08,05,BSN192008050,St. Louis Cardinals,Boston Braves,Braves Field,Hank O'Day,Ernie Quigley,(none),(none),,,Hank O'Day;Ernie Quigley,,
1920/08/06,1920,08,06,BSN192008060,St. Louis Cardinals,Boston Braves,Braves Field,Ernie Quigley,Hank O'Day,(none),(none),,,Ernie Quigley;Hank O'Day,,
1920/08/07,1920,08,07,BSN192008070,St. Louis Cardinals,Boston Braves,Braves Field,Hank O'Day,Ernie Quigley,(none),(none),,,Hank O'Day;Ernie Quigley,Doc Lavan ejected by Hank O'Day,
1920/08/09,1920,08,09,BSN192008091,Cincinnati Reds,Boston Braves,Braves Field,Charlie Moran,Cy Rigler,(none),(none),,,Charlie Moran;Cy Rigler,,
1920/08/09,1920,08,09,BSN192008092,Cincinnati Reds,Boston Braves,Braves Field,Cy Rigler,Charlie Moran,(none),(none),,,Cy Rigler;Charlie Moran,,
1920/08/10,1920,08,10,BSN192008101,Cincinnati Reds,Boston Braves,Braves Field,Charlie Moran,Cy Rigler,(none),(none),,,Charlie Moran;Cy Rigler,Dutch Ruether ejected by Charlie Moran,
1920/08/12,1920,08,12,BSN192008120,Cincinnati Reds,Boston Braves,Braves Field,Charlie Moran,Cy Rigler,(none),(none),,,Charlie Moran;Cy Rigler,Tony Boeckel ejected by Charlie Moran,
1920/08/13,1920,08,13,BSN192008131,Philadelphia Phillies,Boston Braves,Braves Field,Cy Rigler,Charlie Moran,(none),(none),,,Cy Rigler;Charlie Moran,,
1920/08/13,1920,08,13,BSN192008132,Philadelphia Phillies,Boston Braves,Braves Field,Charlie Moran,Cy Rigler,(none),(none),,,Charlie Moran;Cy Rigler,,
1920/08/14,1920,08,14,BSN192008141,Philadelphia Phillies,Boston Braves,Braves Field,Cy Rigler,Charlie Moran,(none),(none),,,Cy Rigler;Charlie Moran,,
1920/08/14,1920,08,14,BSN192008142,Philadelphia Phillies,Boston Braves,Braves Field,Charlie Moran,Cy Rigler,(none),(none),,,Charlie Moran;Cy Rigler,Art Fletcher ejected by Cy Rigler,
1920/09/06,1920,09,06,BSN192009061,New York Giants,Boston Braves,Braves Field,Bob Hart,Pete Harrison,(none),(none),,,Bob Hart;Pete Harrison,,
1920/09/06,1920,09,06,BSN192009062,New York Giants,Boston Braves,Braves Field,Pete Harrison,Bob Hart,(none),(none),,,Pete Harrison;Bob Hart,,
1920/09/08,1920,09,08,BSN192009081,New York Giants,Boston Braves,Braves Field,Bob Hart,Pete Harrison,(none),(none),,,Bob Hart;Pete Harrison,,
1920/09/08,1920,09,08,BSN192009082,New York Giants,Boston Braves,Braves Field,Pete Harrison,Bob Hart,(none),(none),,,Pete Harrison;Bob Hart,,
1920/09/09,1920,09,09,BSN192009091,Cincinnati Reds,Boston Braves,Braves Field,Hank O'Day,Ernie Quigley,(none),(none),,,Hank O'Day;Ernie Quigley,,
1920/09/09,1920,09,09,BSN192009092,Cincinnati Reds,Boston Braves,Braves Field,Ernie Quigley,Hank O'Day,(none),(none),,,Ernie Quigley;Hank O'Day,Hugh McQuillan ejected by Ernie Quigley;George Stallings ejected by Ernie Quigley,
1920/09/11,1920,09,11,BSN192009111,Cincinnati Reds,Boston Braves,Braves Field,Hank O'Day,Ernie Quigley,(none),(none),,,Hank O'Day;Ernie Quigley,,
1920/09/11,1920,09,11,BSN192009112,Cincinnati Reds,Boston Braves,Braves Field,Ernie Quigley,Hank O'Day,(none),(none),,,Ernie Quigley;Hank O'Day,,
1920/09/13,1920,09,13,BSN192009130,Pittsburgh Pirates,Boston Braves,Braves Field,Bill Klem,Bob Emslie,(none),(none),,,Bill Klem;Bob Emslie,,
1920/09/15,1920,09,15,BSN192009151,Pittsburgh Pirates,Boston Braves,Braves Field,Bill Klem,Bob Emslie,(none),(none),,,Bill Klem;Bob Emslie,,
1920/09/15,1920,09,15,BSN192009152,Pittsburgh Pirates,Boston Braves,Braves Field,Bill Klem,Bob Emslie,(none),(none),,,Bill Klem;Bob Emslie,,
1920/09/16,1920,09,16,BSN192009161,St. Louis Cardinals,Boston Braves,Braves Field,Barry McCormick,Bob Hart,(none),(none),,,Barry McCormick;Bob Hart,,
1920/09/16,1920,09,16,BSN192009162,St. Louis Cardinals,Boston Braves,Braves Field,Bob Hart,Barry McCormick,(none),(none),,,Bob Hart;Barry McCormick,,
1920/09/17,1920,09,17,BSN192009170,St. Louis Cardinals,Boston Braves,Braves Field,Barry McCormick,Bob Hart,(none),(none),,,Barry McCormick;Bob Hart,,
1920/09/18,1920,09,18,BSN192009181,St. Louis Cardinals,Boston Braves,Braves Field,Bob Hart,Barry McCormick,(none),(none),,,Bob Hart;Barry McCormick,,
1920/09/18,1920,09,18,BSN192009182,St. Louis Cardinals,Boston Braves,Braves Field,Bob Hart,Barry McCormick,(none),(none),,,Bob Hart;Barry McCormick,Tony Boeckel ejected by Bob Hart,
1920/09/20,1920,09,20,BSN192009201,Chicago Cubs,Boston Braves,Braves Field,Bob Hart,Barry McCormick,(none),(none),,,Bob Hart;Barry McCormick,,
1920/09/20,1920,09,20,BSN192009202,Chicago Cubs,Boston Braves,Braves Field,Barry McCormick,Bob Hart,(none),(none),,,Barry McCormick;Bob Hart,,
1920/09/21,1920,09,21,BSN192009210,Chicago Cubs,Boston Braves,Braves Field,Bob Hart,Barry McCormick,(none),(none),,,Bob Hart;Barry McCormick,,
1920/09/29,1920,09,29,BSN192009291,Philadelphia Phillies,Boston Braves,Braves Field,Bob Hart,Bob Emslie,(none),(none),,,Bob Hart;Bob Emslie,,
1920/09/29,1920,09,29,BSN192009292,Philadelphia Phillies,Boston Braves,Braves Field,Bob Hart,Bob Emslie,(none),(none),,,Bob Hart;Bob Emslie,,
1920/10/02,1920,10,02,BSN192010021,Philadelphia Phillies,Boston Braves,Braves Field,Bob Hart,Bob Emslie,(none),(none),,,Bob Hart;Bob Emslie,,
1920/10/02,1920,10,02,BSN192010022,Philadelphia Phillies,Boston Braves,Braves Field,Bob Hart,Bob Emslie,(none),(none),,,Bob Hart;Bob Emslie,,
1920/04/14,1920,04,14,CHA192004140,Detroit Tigers,Chicago White Sox,Comiskey Park I,Brick Owens,Ollie Chill,(none),(none),,,Brick Owens;Ollie Chill,,
1920/04/17,1920,04,17,CHA192004170,Detroit Tigers,Chicago White Sox,Comiskey Park I,Ollie Chill,Brick Owens,(none),(none),,,Ollie Chill;Brick Owens,,
1920/04/21,1920,04,21,CHA192004210,St.Louis Browns,Chicago White Sox,Comiskey Park I,Brick Owens,Ollie Chill,(none),(none),,,Brick Owens;Ollie Chill,,
1920/05/05,1920,05,05,CHA192005050,Cleveland Guardians,Chicago White Sox,Comiskey Park I,Ollie Chill,Brick Owens,(none),(none),,,Ollie Chill;Brick Owens,,
1920/05/06,1920,05,06,CHA192005060,Cleveland Guardians,Chicago White Sox,Comiskey Park I,Brick Owens,Ollie Chill,(none),(none),,,Brick Owens;Ollie Chill,,
1920/05/07,1920,05,07,CHA192005070,Cleveland Guardians,Chicago White Sox,Comiskey Park I,Ollie Chill,Brick Owens,(none),(none),,,Ollie Chill;Brick Owens,,
1920/05/08,1920,05,08,CHA192005080,Cleveland Guardians,Chicago White Sox,Comiskey Park I,Ollie Chill,Brick Owens,(none),(none),,,Ollie Chill;Brick Owens,,
1920/05/09,1920,05,09,CHA192005090,Cleveland Guardians,Chicago White Sox,Comiskey Park I,Ollie Chill,Brick Owens,(none),(none),,,Ollie Chill;Brick Owens,,
1920/06/04,1920,06,04,CHA192006040,Detroit Tigers,Chicago White Sox,Comiskey Park I,Dick Nallin,Bill Dinneen,(none),(none),,,Dick Nallin;Bill Dinneen,,
1920/06/05,1920,06,05,CHA192006050,Detroit Tigers,Chicago White Sox,Comiskey Park I,Dick Nallin,Bill Dinneen,(none),(none),,,Dick Nallin;Bill Dinneen,,
1920/06/06,1920,06,06,CHA192006060,Detroit Tigers,Chicago White Sox,Comiskey Park I,Bill Dinneen,Dick Nallin,(none),(none),,,Bill Dinneen;Dick Nallin,,
1920/06/07,1920,06,07,CHA192006070,Detroit Tigers,Chicago White Sox,Comiskey Park I,Dick Nallin,Bill Dinneen,(none),(none),,,Dick Nallin;Bill Dinneen,,
1920/06/08,1920,06,08,CHA192006080,Boston Red Sox,Chicago White Sox,Comiskey Park I,Tommy Connolly,George Moriarty,(none),(none),,,Tommy Connolly;George Moriarty,,
1920/06/09,1920,06,09,CHA192006090,Boston Red Sox,Chicago White Sox,Comiskey Park I,George Moriarty,Tommy Connolly,(none),(none),,,George Moriarty;Tommy Connolly,,
1920/06/10,1920,06,10,CHA192006100,Boston Red Sox,Chicago White Sox,Comiskey Park I,Tommy Connolly,George Moriarty,(none),(none),,,Tommy Connolly;George Moriarty,,
1920/06/11,1920,06,11,CHA192006110,Boston Red Sox,Chicago White Sox,Comiskey Park I,George Moriarty,Tommy Connolly,(none),(none),,,George Moriarty;Tommy Connolly,,
1920/06/12,1920,06,12,CHA192006120,Washington Senators,Chicago White Sox,Comiskey Park I,Tommy Connolly,George Moriarty,(none),(none),,,Tommy Connolly;George Moriarty,,
1920/06/13,1920,06,13,CHA192006130,Washington Senators,Chicago White Sox,Comiskey Park I,George Moriarty,Tommy Connolly,(none),(none),,,George Moriarty;Tommy Connolly,,
1920/06/15,1920,06,15,CHA192006150,Washington Senators,Chicago White Sox,Comiskey Park I,Tommy Connolly,George Moriarty,(none),(none),,,Tommy Connolly;George Moriarty,,
1920/06/16,1920,06,16,CHA192006160,New York Yankees,Chicago White Sox,Comiskey Park I,Bill Dinneen,Bill Friel,(none),(none),,,Bill Dinneen;Bill Friel,,
1920/06/17,1920,06,17,CHA192006170,New York Yankees,Chicago White Sox,Comiskey Park I,Bill Dinneen,Bill Friel,(none),(none),,,Bill Dinneen;Bill Friel,,
1920/06/18,1920,06,18,CHA192006180,New York Yankees,Chicago White Sox,Comiskey Park I,Bill Dinneen,Bill Friel,(none),(none),,,Bill Dinneen;Bill Friel,,
1920/06/19,1920,06,19,CHA192006190,New York Yankees,Chicago White Sox,Comiskey Park I,Bill Dinneen,Bill Friel,(none),(none),,,Bill Dinneen;Bill Friel,,
1920/06/20,1920,06,20,CHA192006200,Philadelphia Athletics,Chicago White Sox,Comiskey Park I,Bill Dinneen,Bill Friel,(none),(none),,,Bill Dinneen;Bill Friel,,
1920/06/22,1920,06,22,CHA192006220,Philadelphia Athletics,Chicago White Sox,Comiskey Park I,Bill Friel,Bill Dinneen,(none),(none),,,Bill Friel;Bill Dinneen,,
1920/06/23,1920,06,23,CHA192006230,Philadelphia Athletics,Chicago White Sox,Comiskey Park I,Bill Dinneen,Bill Friel,(none),(none),,,Bill Dinneen;Bill Friel,,
1920/06/25,1920,06,25,CHA192006250,Cleveland Guardians,Chicago White Sox,Comiskey Park I,Billy Evans,George Hildebrand,(none),(none),,,Billy Evans;George Hildebrand,,
1920/06/26,1920,06,26,CHA192006260,Cleveland Guardians,Chicago White Sox,Comiskey Park I,George Hildebrand,Billy Evans,(none),(none),,,George Hildebrand;Billy Evans,,
1920/06/27,1920,06,27,CHA192006270,Cleveland Guardians,Chicago White Sox,Comiskey Park I,Billy Evans,George Hildebrand,(none),(none),,,Billy Evans;George Hildebrand,,
1920/07/01,1920,07,01,CHA192007011,St.Louis Browns,Chicago White Sox,Comiskey Park I,George Hildebrand,Billy Evans,(none),(none),,,George Hildebrand;Billy Evans,,
1920/07/01,1920,07,01,CHA192007012,St.Louis Browns,Chicago White Sox,Comiskey Park I,Billy Evans,George Hildebrand,(none),(none),,,Billy Evans;George Hildebrand,,
1920/07/02,1920,07,02,CHA192007020,St.Louis Browns,Chicago White Sox,Comiskey Park I,George Hildebrand,Billy Evans,(none),(none),,,George Hildebrand;Billy Evans,,
1920/07/03,1920,07,03,CHA192007030,St.Louis Browns,Chicago White Sox,Comiskey Park I,Billy Evans,George Hildebrand,(none),(none),,,Billy Evans;George Hildebrand,,
1920/07/04,1920,07,04,CHA192007040,St.Louis Browns,Chicago White Sox,Comiskey Park I,George Hildebrand,Billy Evans,(none),(none),,,George Hildebrand;Billy Evans,,
1920/07/05,1920,07,05,CHA192007051,Cleveland Guardians,Chicago White Sox,Comiskey Park I,Billy Evans,George Hildebrand,(none),(none),,,Billy Evans;George Hildebrand,,
1920/07/05,1920,07,05,CHA192007052,Cleveland Guardians,Chicago White Sox,Comiskey Park I,George Hildebrand,Billy Evans,(none),(none),,,George Hildebrand;Billy Evans,,
1920/07/06,1920,07,06,CHA192007060,Cleveland Guardians,Chicago White Sox,Comiskey Park I,Billy Evans,George Hildebrand,(none),(none),,,Billy Evans;George Hildebrand,,
1920/07/28,1920,07,28,CHA192007280,Philadelphia Athletics,Chicago White Sox,Comiskey Park I,Dick Nallin,Tommy Connolly,(none),(none),,,Dick Nallin;Tommy Connolly,,
1920/07/29,1920,07,29,CHA192007291,Philadelphia Athletics,Chicago White Sox,Comiskey Park I,Tommy Connolly,Dick Nallin,(none),(none),,,Tommy Connolly;Dick Nallin,,
1920/07/29,1920,07,29,CHA192007292,Philadelphia Athletics,Chicago White Sox,Comiskey Park I,Dick Nallin,Tommy Connolly,(none),(none),,,Dick Nallin;Tommy Connolly,,
1920/07/30,1920,07,30,CHA192007300,Philadelphia Athletics,Chicago White Sox,Comiskey Park I,Tommy Connolly,Dick Nallin,(none),(none),,,Tommy Connolly;Dick Nallin,,
1920/07/31,1920,07,31,CHA192007310,Philadelphia Athletics,Chicago White Sox,Comiskey Park I,Dick Nallin,Tommy Connolly,(none),(none),,,Dick Nallin;Tommy Connolly,,
1920/08/01,1920,08,01,CHA192008010,New York Yankees,Chicago White Sox,Comiskey Park I,Tommy Connolly,Dick Nallin,(none),(none),,,Tommy Connolly;Dick Nallin,Miller Huggins ejected by Tommy Connolly,
1920/08/02,1920,08,02,CHA192008020,New York Yankees,Chicago White Sox,Comiskey Park I,Dick Nallin,Tommy Connolly,(none),(none),,,Dick Nallin;Tommy Connolly,,
1920/08/03,1920,08,03,CHA192008030,New York Yankees,Chicago White Sox,Comiskey Park I,Tommy Connolly,Dick Nallin,(none),(none),,,Tommy Connolly;Dick Nallin,,
1920/08/04,1920,08,04,CHA192008040,New York Yankees,Chicago White Sox,Comiskey Park I,Dick Nallin,Tommy Connolly,(none),(none),,,Dick Nallin;Tommy Connolly,,
1920/08/05,1920,08,05,CHA192008050,Boston Red Sox,Chicago White Sox,Comiskey Park I,Billy Evans,George Hildebrand,(none),(none),,,Billy Evans;George Hildebrand,,
1920/08/06,1920,08,06,CHA192008060,Boston Red Sox,Chicago White Sox,Comiskey Park I,George Hildebrand,Billy Evans,(none),(none),,,George Hildebrand;Billy Evans,,
1920/08/07,1920,08,07,CHA192008070,Boston Red Sox,Chicago White Sox,Comiskey Park I,Billy Evans,George Hildebrand,(none),(none),,,Billy Evans;George Hildebrand,,
1920/08/08,1920,08,08,CHA192008080,Boston Red Sox,Chicago White Sox,Comiskey Park I,George Hildebrand,Billy Evans,(none),George Moriarty,,,George Hildebrand;Billy Evans;George Moriarty,,
1920/08/09,1920,08,09,CHA192008091,Washington Senators,Chicago White Sox,Comiskey Park I,George Hildebrand,Billy Evans,(none),(none),,,George Hildebrand;Billy Evans,,
1920/08/09,1920,08,09,CHA192008092,Washington Senators,Chicago White Sox,Comiskey Park I,George Hildebrand,Billy Evans,(none),(none),,,George Hildebrand;Billy Evans,,
1920/08/10,1920,08,10,CHA192008100,Washington Senators,Chicago White Sox,Comiskey Park I,George Moriarty,George Hildebrand,(none),(none),,,George Moriarty;George Hildebrand,,
1920/08/11,1920,08,11,CHA192008110,Washington Senators,Chicago White Sox,Comiskey Park I,George Hildebrand,George Moriarty,(none),(none),,,George Hildebrand;George Moriarty,,
1920/08/12,1920,08,12,CHA192008120,Washington Senators,Chicago White Sox,Comiskey Park I,George Moriarty,George Hildebrand,(none),(none),,,George Moriarty;George Hildebrand,,
1920/09/03,1920,09,03,CHA192009030,St.Louis Browns,Chicago White Sox,Comiskey Park I,George Moriarty,George Hildebrand,(none),(none),,,George Moriarty;George Hildebrand,,
1920/09/04,1920,09,04,CHA192009041,St.Louis Browns,Chicago White Sox,Comiskey Park I,George Hildebrand,George Moriarty,(none),(none),,,George Hildebrand;George Moriarty,,
1920/09/04,1920,09,04,CHA192009042,St.Louis Browns,Chicago White Sox,Comiskey Park I,George Moriarty,George Hildebrand,(none),(none),,,George Moriarty;George Hildebrand,,
1920/09/05,1920,09,05,CHA192009050,St.Louis Browns,Chicago White Sox,Comiskey Park I,George Hildebrand,George Moriarty,(none),(none),,,George Hildebrand;George Moriarty,,
1920/09/06,1920,09,06,CHA192009061,Detroit Tigers,Chicago White Sox,Comiskey Park I,George Moriarty,George Hildebrand,(none),(none),,,George Moriarty;George Hildebrand,,
1920/09/07,1920,09,07,CHA192009070,Detroit Tigers,Chicago White Sox,Comiskey Park I,George Moriarty,George Hildebrand,(none),(none),,,George Moriarty;George Hildebrand,,
1920/09/08,1920,09,08,CHA192009080,St.Louis Browns,Chicago White Sox,Comiskey Park I,George Hildebrand,George Moriarty,(none),(none),,,George Hildebrand;George Moriarty,,
1920/09/09,1920,09,09,CHA192009090,Boston Red Sox,Chicago White Sox,Comiskey Park I,Ollie Chill,Bill Dinneen,(none),(none),,,Ollie Chill;Bill Dinneen,,
1920/09/10,1920,09,10,CHA192009100,Boston Red Sox,Chicago White Sox,Comiskey Park I,Bill Dinneen,Ollie Chill,(none),(none),,,Bill Dinneen;Ollie Chill,,
1920/09/11,1920,09,11,CHA192009110,Boston Red Sox,Chicago White Sox,Comiskey Park I,Ollie Chill,Bill Dinneen,(none),(none),,,Ollie Chill;Bill Dinneen,,
1920/09/12,1920,09,12,CHA192009120,Washington Senators,Chicago White Sox,Comiskey Park I,Bill Dinneen,Ollie Chill,(none),(none),,,Bill Dinneen;Ollie Chill,,
